Car_Brand,Car_Name,Year,Mileage_kmpl,Fuel_Type,Transmission,Engine_CC,Horsepower_HP,Battery_Capacity_kWh,Performance_Score,Total_Kilometres,Total_Seats,Car_Price_INR,Selling_Price
Hyundai,Venue,2018,27.37,Petrol,Manual,2000,182.9,0.0,6.7,14770,7,3409156,1807395
Mercedes,E-Class,2022,16.92,Diesel,Automatic,2400,205.2,0.0,6.7,195106,4,1526558,1349643
Toyota,Yaris,2014,23.17,Petrol,Automatic,1200,125.5,0.0,6.1,89336,6,2059177,1372789
Ford,Aspire,2007,17.16,CNG,Automatic,900,89.6,0.0,9.6,8959,6,1720088,472482
MG,Hector,2018,25.77,Electric,Manual,800,102.0,29.5,7.2,8727,7,1312007,939513
Hyundai,Verna,2014,28.3,Hybrid,Manual,3100,265.9,74.3,6.1,77835,6,2627312,679632
Hyundai,Verna,2009,15.38,Petrol,Manual,2300,189.7,0.0,6.4,154239,4,868175,173635
Kia,Sonet,2024,25.72,Diesel,Manual,800,101.1,0.0,6.3,199647,6,3596643,3466214
Nissan,Magnite,2009,14.13,Electric,Automatic,1300,108.0,79.0,5.8,182570,6,3098466,1160934
Mahindra,Bolero,2003,23.57,Petrol,Automatic,1900,180.0,0.0,6.2,178019,6,1349498,269899
BMW,3 Series,2003,14.18,Diesel,Automatic,3200,264.5,0.0,5.3,154471,6,1515247,303049
Mercedes,C-Class,2013,26.74,Petrol,Automatic,800,78.0,0.0,6.4,92902,7,2261392,452278
MG,Astor,2025,15.21,Diesel,Automatic,3000,244.6,0.0,6.3,48098,7,2356061,2356061
Nissan,Kicks,2008,15.14,Electric,Automatic,3600,290.3,76.9,5.0,199863,7,906682,181336
BMW,5 Series,2022,15.9,CNG,Manual,1600,154.3,0.0,6.6,174074,4,1645644,1375593
Hyundai,Verna,2012,22.42,Diesel,Manual,900,119.3,0.0,9.7,8517,4,684225,408813
Tata,Harrier,2020,25.41,Electric,Automatic,3700,286.0,68.6,5.8,51042,4,1432470,1018102
BMW,X3,2004,20.8,Petrol,Manual,4000,303.6,0.0,7.5,39525,4,457694,91538
Renault,Duster,2012,17.59,Electric,Manual,3200,247.7,63.7,5.7,63359,7,1262842,475199
Hyundai,Verna,2019,21.78,Diesel,Manual,1200,101.0,0.0,8.5,174076,6,2596574,2043633
Honda,Jazz,2016,27.48,Petrol,Manual,2600,218.9,0.0,8.2,70321,4,669584,467823
Toyota,Fortuner,2014,20.33,Hybrid,Manual,2200,204.2,51.9,9.9,147599,5,1489642,854703
Skoda,Slavia,2021,23.79,CNG,Automatic,2800,236.2,0.0,7.6,187433,6,2464509,1904348
Toyota,Innova,2019,29.42,Diesel,Automatic,3800,294.0,0.0,7.2,165996,6,537120,429032
MG,Astor,2001,29.32,Diesel,Manual,2200,184.0,0.0,5.7,122732,5,1342820,268564
Skoda,Kushaq,2013,21.75,Electric,Automatic,1600,151.0,71.3,9.7,142269,4,1772765,820341
Renault,Duster,2006,10.78,Petrol,Automatic,2800,216.7,0.0,9.8,162087,5,2660945,532189
Maruti,Swift,2008,21.47,Hybrid,Automatic,1000,104.0,63.5,9.4,58819,7,3093233,618646
Toyota,Glanza,2015,13.91,Diesel,Manual,1600,134.1,0.0,9.2,47588,7,984148,502892
Mahindra,XUV300,2013,10.03,Hybrid,Manual,4000,289.2,34.4,6.4,83027,7,3729080,749938
Tata,Nexon,2018,28.24,CNG,Manual,1300,125.5,0.0,8.7,125564,7,1416818,846944
Renault,Duster,2002,22.68,Diesel,Automatic,2500,225.2,0.0,7.7,7698,5,1807954,361590
Tata,Safari,2006,12.67,Diesel,Manual,2000,190.8,0.0,5.7,99331,7,2273964,454792
Kia,Carens,2016,25.27,Diesel,Manual,2100,171.0,0.0,9.4,84727,5,2261699,967392
Honda,City,2004,15.88,Diesel,Manual,3400,267.3,0.0,9.1,123256,7,3703577,740715
Tata,Altroz,2004,23.55,Electric,Manual,2100,161.2,37.5,6.8,183635,6,1157286,231457
Mahindra,Thar,2025,23.02,CNG,Automatic,3100,251.3,0.0,5.4,149572,5,1663913,1663913
Hyundai,i20,2014,27.38,Hybrid,Manual,3200,237.7,50.3,5.3,193873,6,1821911,1160981
MG,Hector,2016,11.52,Petrol,Automatic,1100,101.6,0.0,9.3,153774,5,3982718,1573770
Kia,Sonet,2011,17.47,Petrol,Manual,3000,224.0,0.0,7.6,44900,5,1849080,369816
Skoda,Kushaq,2023,25.41,Electric,Automatic,1700,147.0,39.0,7.8,156315,5,2072311,1882733
Mahindra,XUV700,2010,10.62,Petrol,Manual,2900,240.1,0.0,9.3,83147,7,2687454,537490
Skoda,Slavia,2019,27.92,Hybrid,Manual,2200,182.6,51.7,7.7,113530,4,2344674,1567536
Tata,Tiago,2015,15.58,Petrol,Manual,800,109.6,0.0,8.7,113349,4,3633086,1236907
Tata,Nexon,2022,18.28,CNG,Automatic,900,113.3,0.0,8.3,38234,7,2559719,2248762
Mahindra,Bolero,2002,26.57,Petrol,Manual,2000,155.3,0.0,5.7,99950,6,545181,109036
Maruti,Dzire,2015,13.59,Petrol,Automatic,3200,270.8,0.0,9.4,39964,6,1163096,293425
Honda,Jazz,2012,28.6,Electric,Automatic,2800,219.4,58.8,5.6,169954,7,2802802,1253604
Ford,Figo,2005,10.54,Petrol,Manual,800,79.0,0.0,8.0,124077,5,957500,191500
BMW,X3,2025,28.23,Electric,Automatic,3700,279.7,53.9,5.5,135052,5,2169762,2169762
Skoda,Rapid,2018,23.27,Electric,Automatic,3400,270.2,49.2,7.8,70091,7,507254,245840
Toyota,Yaris,2025,24.4,Hybrid,Manual,2700,227.4,39.0,6.3,17717,4,938957,938957
Toyota,Innova,2015,13.0,CNG,Manual,3600,263.4,0.0,5.9,188861,4,1056666,527296
Toyota,Yaris,2008,12.68,CNG,Manual,3200,261.8,0.0,5.3,62004,6,1339746,267949
Honda,WRV,2001,23.77,Electric,Automatic,1400,136.1,67.6,6.0,113939,5,3722462,744492
Ford,Aspire,2009,15.37,Hybrid,Automatic,3800,280.6,58.7,8.5,92797,7,1760060,352012
Mercedes,GLA,2012,17.12,CNG,Automatic,3000,248.4,0.0,8.7,188732,5,1302402,625785
Renault,Duster,2022,23.2,Petrol,Automatic,2100,161.2,0.0,7.4,67307,5,2909213,2406828
Ford,Aspire,2006,20.17,CNG,Manual,2200,192.6,0.0,5.9,195832,6,3290530,658106
Renault,Kwid,2005,21.95,Petrol,Manual,2700,239.5,0.0,6.4,178936,6,3424711,684942
BMW,3 Series,2007,26.42,CNG,Automatic,1900,162.9,0.0,8.3,187515,5,1787776,357555
Nissan,Magnite,2020,28.76,Hybrid,Automatic,3400,255.0,21.8,5.7,150240,4,512360,354730
Skoda,Kushaq,2017,27.84,Diesel,Manual,1100,101.5,0.0,9.5,169647,7,2487410,1703690
Tata,Altroz,2022,10.6,Electric,Manual,1300,114.7,39.5,6.3,109711,4,1808531,1583830
Hyundai,Verna,2002,19.63,CNG,Automatic,2600,207.9,0.0,5.4,19987,6,524340,104868
Toyota,Yaris,2025,13.31,Diesel,Automatic,2200,174.9,0.0,6.2,29658,7,2132618,2132618
Mahindra,XUV300,2021,24.76,Electric,Automatic,3000,244.5,42.8,7.8,33508,5,2957141,2271536
BMW,3 Series,2013,27.76,Diesel,Automatic,2400,186.0,0.0,8.4,79128,6,2945155,1733888
Honda,WRV,2016,18.73,Electric,Automatic,2000,165.9,58.6,8.3,184503,4,2747614,1867723
Ford,Aspire,2004,26.09,Petrol,Manual,3300,241.7,0.0,9.7,99220,5,1516206,397915
Tata,Nexon,2015,13.68,CNG,Automatic,1100,125.8,0.0,8.7,68494,7,1340454,337180
Hyundai,i20,2007,22.96,Electric,Automatic,2300,204.3,31.6,8.9,34215,5,3373643,674728
Skoda,Kushaq,2016,24.41,Diesel,Manual,2600,203.3,0.0,5.7,89923,4,974181,679935
Hyundai,i10,2002,24.11,CNG,Automatic,4000,326.3,0.0,6.4,134454,7,2760801,552160
Maruti,Swift,2018,18.72,Hybrid,Manual,1500,145.3,46.1,6.4,125739,7,948247,727882
Mahindra,Scorpio,2008,25.21,Diesel,Automatic,3700,293.0,0.0,6.4,129434,6,434944,181915
Toyota,Innova,2022,26.44,Hybrid,Manual,3700,268.4,72.5,8.0,75192,7,2127085,1873213
Maruti,Alto,2018,15.12,CNG,Manual,1400,118.3,0.0,5.2,60404,5,3027645,1753491
MG,Hector,2016,28.95,CNG,Manual,1000,126.0,0.0,5.9,52165,5,1721581,1082456
Mercedes,A-Class,2023,24.84,CNG,Automatic,3200,263.5,0.0,6.4,14939,4,2199976,1925421
Nissan,Kicks,2017,15.67,CNG,Automatic,1300,122.5,0.0,7.7,97905,6,3906136,1424824
MG,Astor,2023,28.3,Hybrid,Automatic,3600,272.1,52.1,6.5,106108,6,1807754,1673573
Mercedes,GLA,2003,27.88,Electric,Manual,1300,123.0,52.4,8.9,174616,6,3684087,736817
Skoda,Rapid,2004,12.81,Petrol,Automatic,3100,246.5,0.0,9.6,93894,6,1690630,338126
Maruti,WagonR,2021,22.58,CNG,Automatic,2900,219.0,0.0,7.0,118546,6,2890286,2502499
Hyundai,Venue,2024,28.06,Electric,Automatic,2600,223.1,43.8,8.4,5569,7,3746813,3497674
Renault,Kwid,2000,29.56,Petrol,Automatic,1300,145.1,0.0,5.9,69550,4,1401078,280215
Mahindra,Thar,2022,10.34,Diesel,Automatic,3800,311.9,0.0,7.6,136895,6,1789094,1444763
Kia,Carens,2020,21.48,Hybrid,Automatic,1500,148.8,76.3,9.0,179881,7,3238803,2696918
BMW,X3,2006,13.48,Electric,Automatic,2200,204.6,45.6,5.0,107669,7,3299785,659957
Renault,Triber,2023,14.9,Electric,Automatic,3700,280.5,44.5,7.9,175926,5,2277548,2012605
Nissan,Kicks,2018,27.7,Hybrid,Automatic,3300,254.9,65.6,9.0,54386,4,3337609,1677864
Hyundai,i20,2007,14.03,Electric,Manual,1200,123.3,65.5,9.9,9156,5,2293077,736552
Mahindra,XUV700,2018,24.79,Petrol,Manual,1600,148.2,0.0,8.4,56804,7,2325397,1612533
Toyota,Glanza,2007,20.38,CNG,Manual,3800,309.9,0.0,7.3,54386,6,3311792,662358
MG,Hector,2002,11.87,CNG,Automatic,1500,147.2,0.0,8.6,89352,4,3205046,641009
Nissan,Sunny,2015,26.38,Hybrid,Automatic,2300,182.8,47.4,7.2,46992,4,3875038,2316525
Kia,Carens,2011,27.74,CNG,Automatic,1600,146.1,0.0,5.3,94912,5,3222946,644589
Kia,Seltos,2007,19.54,CNG,Automatic,1500,124.4,0.0,6.8,115839,6,3428401,1213568
Toyota,Innova,2014,15.3,Electric,Automatic,3900,296.0,61.8,8.6,99922,5,3046181,1248982
MG,Gloster,2021,19.97,Hybrid,Manual,1600,153.2,52.1,9.2,101490,7,2596517,2065446
Tata,Tiago,2024,28.47,Diesel,Automatic,3000,238.5,0.0,9.5,82688,6,1216870,1135169
Honda,Jazz,2020,14.33,Diesel,Manual,2700,222.8,0.0,5.9,66789,6,445137,319178
Honda,City,2018,20.71,Hybrid,Manual,2200,181.8,66.9,6.7,190572,6,3656037,2670276
Ford,Aspire,2004,10.38,Diesel,Manual,1400,125.5,0.0,9.7,141071,6,2822612,564522
Nissan,Magnite,2019,24.51,CNG,Automatic,2500,222.8,0.0,7.7,170711,4,3891914,2569657
Kia,Carens,2023,13.61,Petrol,Automatic,2100,185.1,0.0,5.8,117850,4,1189958,1034049
Honda,Jazz,2011,19.93,Electric,Automatic,3600,266.7,24.0,8.4,138291,6,3865669,773133
MG,Astor,2003,15.61,Electric,Automatic,3500,253.8,36.4,8.0,44750,6,3293908,658781
Mahindra,Bolero,2012,26.22,Electric,Automatic,2300,189.3,51.0,9.9,24688,7,3232673,1515629
Mahindra,Scorpio,2019,12.15,Petrol,Manual,4000,314.2,0.0,8.6,10859,4,2919973,1612922
Renault,Duster,2004,24.02,Petrol,Manual,1000,93.6,0.0,5.8,86514,6,812854,162570
BMW,X3,2003,29.68,Diesel,Automatic,2800,232.2,0.0,8.2,126611,6,1786255,357251
Hyundai,Venue,2000,19.3,Diesel,Manual,2400,192.0,0.0,7.5,138971,5,1881242,376248
Mahindra,XUV300,2000,12.61,Petrol,Automatic,1200,134.9,0.0,6.1,15971,4,3147201,629440
Kia,Sonet,2012,13.16,Petrol,Automatic,3800,301.2,0.0,9.0,154162,5,2535134,792045
Mercedes,GLA,2024,27.21,Hybrid,Automatic,3800,286.9,51.8,8.5,61198,4,1971588,1887005
Kia,Sonet,2011,11.69,Electric,Manual,3200,235.1,28.4,9.4,107654,6,3686305,1013598
Kia,Seltos,2018,18.05,Diesel,Manual,3800,291.3,0.0,6.5,141403,6,850589,428706
BMW,X3,2024,12.98,Diesel,Manual,1700,158.5,0.0,9.5,76163,5,2817740,2643445
Hyundai,i10,2006,13.64,Electric,Manual,3800,304.9,24.1,6.9,17657,6,2397083,479416
BMW,5 Series,2015,24.43,Hybrid,Manual,3100,237.3,53.7,8.4,134195,6,655573,437676
Renault,Duster,2009,22.75,Hybrid,Automatic,2000,157.2,60.8,5.0,102051,4,2186175,437235
MG,Hector,2007,10.33,Diesel,Automatic,1000,108.8,0.0,8.3,73230,4,3415250,683050
Mahindra,XUV700,2009,16.34,Hybrid,Manual,1900,164.1,42.2,6.8,71510,6,1700340,786592
Tata,Harrier,2004,18.83,Hybrid,Automatic,800,84.3,22.5,5.9,64896,7,3268396,653679
Mahindra,Bolero,2018,24.06,Hybrid,Manual,1900,159.4,35.1,6.2,135327,6,2142698,1642004
Honda,Jazz,2007,17.79,Electric,Manual,2200,193.0,48.8,8.8,127123,6,997887,456011
Nissan,Sunny,2019,17.26,Electric,Automatic,3800,274.7,28.4,7.9,183014,7,2886557,1597667
Ford,Ecosport,2002,27.96,Diesel,Manual,1300,143.8,0.0,8.4,10309,4,688398,137679
Renault,Triber,2003,26.63,CNG,Automatic,2800,245.4,0.0,5.1,168590,7,2813795,562759
Nissan,Kicks,2003,18.4,Diesel,Automatic,1100,104.1,0.0,8.9,116918,5,1334541,266908
Mahindra,Bolero,2018,16.47,Diesel,Manual,3300,276.2,0.0,8.2,153195,6,3842447,2424549
MG,Astor,2020,29.78,Petrol,Manual,3000,240.2,0.0,7.0,74043,6,1848386,1470767
Tata,Nexon,2010,14.44,Hybrid,Automatic,3700,300.4,44.0,6.0,59553,7,3314900,662980
BMW,X1,2012,16.95,Hybrid,Manual,3600,286.7,38.4,8.8,23957,7,524172,148969
Mercedes,GLA,2022,24.2,Petrol,Manual,3500,262.0,0.0,5.9,120568,5,3658069,3066064
Mercedes,E-Class,2012,11.07,CNG,Manual,2200,201.8,0.0,8.1,165850,5,2055706,1149970
Nissan,Kicks,2020,26.35,Petrol,Automatic,2400,204.4,0.0,9.1,25110,5,1161886,763949
MG,Gloster,2019,10.3,Hybrid,Automatic,3900,286.3,23.9,5.9,198141,6,1071481,874538
Renault,Duster,2015,17.86,CNG,Manual,4000,302.8,0.0,6.5,25527,4,586970,252470
Tata,Safari,2011,29.13,Diesel,Manual,3400,267.2,0.0,6.1,100547,4,2459442,1033132
Maruti,WagonR,2020,28.28,Hybrid,Manual,2700,210.4,72.7,8.6,8759,7,3888360,2399366
MG,Astor,2001,14.18,Petrol,Manual,3200,266.0,0.0,9.0,31751,6,1298149,259629
BMW,X3,2013,16.27,Hybrid,Automatic,2700,226.4,42.5,6.1,11339,6,535480,292327
Renault,Duster,2003,14.55,Diesel,Automatic,2200,177.3,0.0,10.0,92694,4,2580183,516036
Honda,Amaze,2002,17.04,Hybrid,Manual,3000,241.8,37.9,8.8,102241,4,3002260,778267
Maruti,Swift,2014,18.01,Diesel,Automatic,2700,206.8,0.0,9.7,100473,7,2590391,1503065
Tata,Nexon,2011,16.85,CNG,Manual,3800,300.2,0.0,7.1,66578,4,2056077,411215
Tata,Safari,2022,20.21,CNG,Manual,1300,137.2,0.0,9.4,120844,5,2436087,1936639
BMW,5 Series,2007,27.72,Petrol,Automatic,3300,264.3,0.0,8.5,153501,6,1879513,375902
Renault,Kwid,2000,16.2,Hybrid,Manual,3800,275.2,68.8,7.2,32160,7,1881286,376257
Kia,Sonet,2006,22.22,CNG,Manual,1700,154.7,0.0,8.7,182175,7,1945317,389063
Renault,Kwid,2004,12.72,Diesel,Manual,1500,139.0,0.0,6.7,79950,5,3149878,629975
MG,Astor,2000,18.64,Petrol,Manual,800,98.8,0.0,6.7,83166,7,1149450,229890
Nissan,Sunny,2008,27.87,Hybrid,Automatic,2200,177.0,28.6,8.1,92920,7,707874,237945
Ford,Figo,2007,24.55,Petrol,Automatic,3700,276.6,0.0,7.6,141679,4,2184285,436857
BMW,X3,2006,24.41,Petrol,Automatic,4000,288.6,0.0,8.2,33415,6,2348942,469788
Honda,WRV,2004,21.72,Hybrid,Automatic,2500,212.4,22.7,7.3,69983,5,3350002,670000
MG,Gloster,2000,17.08,Petrol,Manual,1000,101.6,0.0,5.5,73557,6,1576491,315298
Nissan,Magnite,2012,22.21,Hybrid,Automatic,3700,288.2,77.2,5.3,128300,5,2361099,738008
Renault,Duster,2011,25.83,Electric,Automatic,3000,246.9,66.3,5.1,163181,5,2641108,528221
Ford,Figo,2011,11.0,Electric,Manual,2900,250.6,79.8,8.8,105547,7,869264,372272
Mercedes,C-Class,2024,21.14,CNG,Manual,3500,262.6,0.0,9.2,68352,4,3739933,3611896
BMW,5 Series,2024,14.61,Petrol,Manual,2500,189.0,0.0,5.6,156575,6,674614,628516
BMW,X1,2010,21.52,Diesel,Manual,3000,232.3,0.0,5.5,158229,4,2232358,446471
Honda,City,2002,17.9,Hybrid,Automatic,3000,227.7,36.0,8.2,49303,4,2179687,435937
Maruti,Baleno,2012,12.5,Diesel,Automatic,1700,141.5,0.0,6.1,117965,6,1028060,205612
Maruti,Alto,2023,29.27,Diesel,Manual,2200,197.0,0.0,9.5,146880,7,3704964,3264748
Mercedes,GLA,2012,26.67,Petrol,Manual,3800,308.8,0.0,7.1,84232,5,1768317,353663
BMW,3 Series,2022,25.0,Electric,Automatic,1700,149.9,24.1,10.0,135778,4,3370403,2986913
MG,Gloster,2007,12.65,Petrol,Manual,3500,262.9,0.0,7.8,136438,4,2641267,528253
Toyota,Yaris,2006,19.15,Petrol,Automatic,3800,273.4,0.0,8.0,78652,5,2908103,581620
Kia,Seltos,2008,20.56,CNG,Automatic,2200,179.6,0.0,6.6,184009,6,2025432,405086
Mahindra,XUV700,2005,16.41,Electric,Automatic,2800,231.2,27.1,7.8,102383,7,3954527,790905
Mahindra,XUV300,2017,14.95,Petrol,Manual,3800,289.5,0.0,5.1,16225,6,1969749,969995
Kia,Seltos,2011,10.38,Diesel,Manual,3700,273.8,0.0,5.3,13974,7,1485882,297176
Ford,Figo,2016,24.17,Hybrid,Automatic,3100,239.8,23.1,6.8,5018,6,1229155,722900
Nissan,Kicks,2023,21.76,Petrol,Manual,2000,155.0,0.0,6.9,14805,5,3372601,3169750
BMW,X1,2025,12.66,Petrol,Manual,2200,180.8,0.0,5.9,92210,4,3001585,3001585
Toyota,Glanza,2007,29.21,CNG,Manual,3900,312.6,0.0,6.4,36228,4,2623619,524723
Mercedes,E-Class,2011,15.79,Electric,Automatic,2900,242.7,45.7,5.6,45502,6,2206966,441393
Skoda,Slavia,2023,23.14,Petrol,Automatic,3800,294.9,0.0,7.7,68102,6,2856533,2404762
Kia,Seltos,2013,27.18,CNG,Manual,3800,290.7,0.0,9.7,131168,4,2623200,615932
Ford,Figo,2004,28.1,Diesel,Manual,2700,207.6,0.0,7.2,34947,7,1548359,309671
MG,Astor,2020,21.83,Electric,Manual,3400,272.3,54.7,7.5,94815,7,2206376,1682299
Nissan,Sunny,2004,28.29,CNG,Automatic,3400,270.5,0.0,6.9,82976,4,1288032,257606
Mahindra,Bolero,2002,29.02,CNG,Manual,3100,227.9,0.0,8.3,56268,4,1186880,237376
Nissan,Sunny,2014,26.54,Petrol,Automatic,1400,151.2,0.0,5.5,90077,5,1550652,593747
Nissan,Kicks,2023,28.75,Electric,Manual,1800,152.9,25.9,7.1,136442,7,3496286,3236638
Kia,Seltos,2002,26.93,CNG,Manual,3800,293.6,0.0,7.7,100424,5,3691915,738383
Honda,Jazz,2015,29.39,Diesel,Automatic,3100,246.7,0.0,5.5,80476,6,1310322,732478
Skoda,Rapid,2019,12.18,CNG,Manual,1700,167.6,0.0,8.8,117276,7,3752826,2864733
MG,Astor,2024,11.93,Petrol,Manual,3100,251.4,0.0,6.2,80469,4,1127232,1068485
Toyota,Glanza,2010,17.71,Diesel,Manual,2900,219.2,0.0,6.3,50201,5,3933208,1494534
Honda,Jazz,2015,27.78,Hybrid,Automatic,1700,139.7,78.9,9.1,80953,6,3355500,2233513
Tata,Altroz,2022,22.49,Diesel,Automatic,3800,282.3,0.0,7.0,87315,5,2323149,2107022
Kia,Seltos,2011,20.96,Diesel,Manual,1900,152.4,0.0,5.1,107992,5,1427573,285514
Skoda,Kushaq,2025,11.4,Petrol,Automatic,1300,135.3,0.0,9.1,103701,6,643054,643054
Maruti,Dzire,2014,21.91,Electric,Manual,1800,142.0,67.7,9.4,70539,5,1375392,275078
Maruti,Swift,2013,23.14,Petrol,Automatic,3500,283.1,0.0,7.6,121020,5,2166999,955074
Mahindra,XUV300,2011,23.08,Electric,Manual,900,116.1,63.5,9.7,142926,7,2535344,994978
Renault,Kwid,2011,28.95,Hybrid,Automatic,1000,86.8,72.3,6.4,55636,5,3889713,1128213
Tata,Tiago,2002,16.27,Electric,Automatic,3000,222.3,39.6,5.0,74348,5,1521083,304216
BMW,X1,2010,22.3,CNG,Automatic,900,88.5,0.0,6.0,90255,4,3905396,1623391
Nissan,Magnite,2014,13.15,Hybrid,Manual,3800,302.4,23.0,9.9,96787,7,432347,139807
Nissan,Kicks,2006,20.64,Diesel,Manual,3900,307.0,0.0,5.3,126594,5,991847,198369
Maruti,WagonR,2004,12.15,Petrol,Manual,1700,139.2,0.0,5.9,28606,4,3630171,726452
MG,Gloster,2017,29.55,Diesel,Automatic,2100,196.9,0.0,7.2,58672,5,1772072,1344171
Mahindra,Bolero,2009,15.44,CNG,Automatic,3400,277.7,0.0,7.2,61985,4,659156,131831
Ford,Ecosport,2004,17.22,Electric,Automatic,2600,224.6,31.6,8.7,150867,5,543148,108629
Ford,Ecosport,2023,20.08,CNG,Manual,2800,212.5,0.0,5.6,162647,7,1827764,1617237
Hyundai,i10,2016,14.24,CNG,Manual,1000,91.7,0.0,9.8,76575,4,2642902,1343941
Honda,City,2018,23.69,Hybrid,Manual,1200,102.8,52.3,5.9,154121,5,1456423,805141
Toyota,Glanza,2021,16.02,Petrol,Manual,2700,200.3,0.0,8.5,45645,5,664499,572540
MG,Gloster,2000,11.0,Hybrid,Automatic,3200,250.3,64.6,7.9,108303,6,684258,136851
Hyundai,i20,2020,25.14,Petrol,Manual,3100,242.8,0.0,7.9,146333,4,1697606,1433057
Toyota,Yaris,2022,29.61,Hybrid,Automatic,1800,170.7,48.5,7.2,181745,7,3924576,3154329
Renault,Duster,2004,20.06,Petrol,Manual,3600,292.3,0.0,7.1,89297,5,2035732,407146
Honda,City,2021,24.77,Diesel,Automatic,1600,156.7,0.0,6.5,120307,5,1224296,931885
Honda,WRV,2022,16.49,CNG,Manual,2900,249.2,0.0,8.9,130256,7,416257,341943
Hyundai,Verna,2024,15.93,CNG,Automatic,1200,122.6,0.0,5.4,45441,5,3351931,3230264
Maruti,Swift,2010,15.78,Diesel,Automatic,3600,273.3,0.0,7.9,115368,5,1459484,291896
Mercedes,A-Class,2004,18.15,Hybrid,Manual,1500,150.7,43.9,6.8,165869,5,3753248,750649
Skoda,Kushaq,2018,24.42,CNG,Manual,2700,215.2,0.0,5.8,166652,4,2888773,1777070
Mercedes,A-Class,2006,28.52,Hybrid,Automatic,3900,297.0,56.1,6.5,157526,4,3109834,789856
Ford,Figo,2017,26.51,Petrol,Automatic,2600,196.8,0.0,5.6,142278,7,1533590,720460
Maruti,WagonR,2009,28.75,Diesel,Automatic,3400,276.0,0.0,8.4,58286,4,2217755,443551
Maruti,Dzire,2006,24.85,Petrol,Automatic,2900,221.8,0.0,6.0,170262,6,2527454,505490
MG,Astor,2025,19.64,Electric,Automatic,2500,196.3,22.2,7.3,108383,6,3394667,3394667
Honda,WRV,2021,21.66,Electric,Automatic,1700,148.6,21.9,9.0,15719,4,611094,522975
MG,Gloster,2015,17.14,Electric,Manual,2600,229.6,27.7,5.9,41503,4,3641929,1747386
Hyundai,Verna,2018,22.21,Petrol,Manual,3400,271.4,0.0,9.9,129071,4,856395,630325
BMW,X3,2002,26.12,Petrol,Automatic,1700,151.2,0.0,9.2,110528,7,1600647,320129
Maruti,WagonR,2001,26.47,CNG,Manual,3400,271.6,0.0,5.8,149856,7,1990559,398111
Mahindra,XUV300,2005,15.2,CNG,Automatic,1000,115.8,0.0,8.6,100311,5,2546241,705154
Toyota,Yaris,2020,15.92,CNG,Automatic,2800,208.9,0.0,5.9,89689,4,3352949,2296609
Skoda,Slavia,2012,14.61,Diesel,Automatic,3000,240.0,0.0,7.2,97951,6,2714577,924975
Tata,Safari,2009,28.59,Hybrid,Automatic,3200,239.8,70.2,9.3,162177,4,1869935,373987
Honda,Jazz,2022,11.88,CNG,Manual,3400,264.2,0.0,8.2,161021,4,3496260,2952411
BMW,X3,2017,29.89,CNG,Automatic,2300,186.8,0.0,9.5,164601,4,832923,627388
BMW,3 Series,2010,17.32,Diesel,Manual,1600,145.9,0.0,6.3,192428,4,772391,211456
Maruti,Alto,2017,15.92,Hybrid,Automatic,1800,154.0,64.0,6.2,136035,4,1539310,585599
Hyundai,Creta,2013,19.98,CNG,Manual,3500,269.4,0.0,5.4,184174,7,1931406,386281
Ford,Ecosport,2008,10.65,Hybrid,Manual,3500,266.6,56.3,5.3,42236,5,579748,269137
Mahindra,Bolero,2007,13.42,Petrol,Automatic,1800,143.0,0.0,5.2,171099,7,3395796,1023540
Mercedes,A-Class,2002,19.19,Electric,Automatic,2300,207.0,22.6,5.7,26087,5,3693448,738689
Mahindra,XUV700,2005,18.38,Diesel,Manual,2500,206.7,0.0,6.5,161108,5,3105015,631978
Renault,Duster,2019,24.92,Petrol,Automatic,2400,194.4,0.0,5.2,103723,7,1524707,1208417
BMW,3 Series,2000,27.16,Hybrid,Automatic,3700,292.8,76.4,6.1,131658,5,1607474,321494
Nissan,Magnite,2022,19.01,CNG,Manual,1900,180.6,0.0,8.0,140292,4,1924725,1726743
BMW,5 Series,2022,21.63,Electric,Manual,3400,274.7,68.6,9.2,168181,7,3443600,2817967
Kia,Sonet,2008,10.13,Electric,Automatic,2700,225.9,39.5,9.2,101033,4,1045070,209014
BMW,X3,2025,23.4,CNG,Manual,1900,150.6,0.0,5.6,120563,5,2357376,2357376
Hyundai,i20,2014,23.4,Petrol,Manual,2800,212.4,0.0,7.6,11550,7,3336403,1508120
Tata,Nexon,2023,17.58,Electric,Manual,1500,147.8,32.1,5.0,169913,7,2873648,2647365
Toyota,Fortuner,2009,29.33,Hybrid,Manual,1200,120.8,42.1,7.0,161711,6,1578235,315647
Ford,Aspire,2005,22.19,Diesel,Automatic,3400,284.6,0.0,5.8,89004,6,1757284,351456
Maruti,Baleno,2011,17.57,Diesel,Manual,2700,209.8,0.0,9.1,8651,6,2152304,960293
Hyundai,Creta,2003,11.07,CNG,Manual,3400,269.8,0.0,10.0,182981,7,933714,293965
MG,Gloster,2015,28.57,Hybrid,Manual,1900,185.9,76.7,5.9,62636,6,2914776,927982
Mercedes,GLA,2007,19.63,CNG,Automatic,1600,150.9,0.0,7.0,62752,5,3409014,681802
Skoda,Slavia,2009,25.0,Hybrid,Automatic,1700,169.3,32.6,7.9,148248,4,3363985,791322
Nissan,Sunny,2020,14.13,Diesel,Automatic,3300,279.3,0.0,6.2,141846,6,405093,333973
